age,marital,housing,loan,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
31,2.0,1.0,0,1.4,93.918,-42.7,4.96,5228.1,0
43,1.0,1.0,-1,1.4,93.444,-36.1,4.965,5228.1,0
34,2.0,1.0,1,-1.8,93.075,-47.1,1.453,5099.1,1
24,2.0,1.0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,1.0,1.0,0,-1.8,93.075,-47.1,1.445,5099.1,0
31,1.0,1.0,0,1.4,93.444,-36.1,4.964,5228.1,0
32,1.0,0.0,1,-1.8,92.843,-50.0,1.778,5099.1,0
34,1.0,0.0,0,-2.9,92.201,-31.4,0.873,5076.2,0
41,1.0,1.0,0,-1.8,92.893,-46.2,1.334,5099.1,0
34,1.0,1.0,0,-2.9,92.963,-40.8,1.26,5076.2,0
41,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
32,1.0,0.0,0,1.1,93.994,-36.4,4.855,5191.0,0
38,1.0,1.0,0,-3.4,92.431,-26.9,0.74,5017.5,0
42,1.0,0.0,1,-1.8,92.893,-46.2,1.354,5099.1,1
57,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,1.0,1.0,0,-1.8,92.893,-46.2,1.344,5099.1,0
45,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,1.0,0.0,0,1.4,94.465,-41.8,4.866,5228.1,0
31,0.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
40,1.0,0.0,0,1.1,93.994,-36.4,4.855,5191.0,0
36,1.0,1.0,0,-1.8,92.893,-46.2,1.327,5099.1,0
43,1.0,0.0,0,1.4,93.918,-42.7,4.968,5228.1,0
42,1.0,0.0,1,1.4,93.918,-42.7,4.961,5228.1,0
54,1.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
44,1.0,1.0,-1,1.1,93.994,-36.4,4.856,5191.0,0
41,2.0,0.0,0,-1.8,92.893,-46.2,1.244,5099.1,0
54,1.0,1.0,1,1.1,93.994,-36.4,4.857,5191.0,0
47,2.0,1.0,-1,-1.8,93.369,-34.8,0.643,5008.7,0
68,1.0,0.0,0,-3.0,92.713,-33.0,0.712,5023.5,0
35,2.0,0.0,0,-1.8,93.075,-47.1,1.405,5099.1,0
25,2.0,0.0,0,1.1,93.994,-36.4,4.864,5191.0,0
48,1.0,0.0,1,1.4,93.918,-42.7,4.959,5228.1,0
37,2.0,1.0,0,-1.8,92.893,-46.2,1.327,5099.1,0
48,1.0,1.0,0,1.4,93.444,-36.1,4.97,5228.1,0
29,2.0,1.0,0,-1.8,92.893,-46.2,1.281,5099.1,0
59,2.0,1.0,0,-1.8,93.369,-34.8,0.636,5008.7,0
32,1.0,1.0,0,1.4,93.444,-36.1,4.963,5228.1,0
54,1.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
46,1.0,0.0,0,1.4,94.465,-41.8,4.866,5228.1,0
48,1.0,0.0,0,1.4,93.918,-42.7,4.962,5228.1,0
33,2.0,1.0,1,1.4,93.444,-36.1,4.962,5228.1,0
77,0.0,0.0,0,-1.8,93.075,-47.1,1.365,5099.1,0
35,1.0,0.0,1,1.4,94.465,-41.8,4.961,5228.1,0
29,2.0,1.0,0,1.1,93.994,-36.4,4.859,5191.0,0
31,1.0,1.0,0,1.4,93.444,-36.1,4.963,5228.1,0
32,2.0,1.0,0,-1.8,93.075,-47.1,1.415,5099.1,1
48,1.0,0.0,0,1.4,93.918,-42.7,4.96,5228.1,0
56,1.0,1.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28,2.0,0.0,0,1.4,94.465,-41.8,4.865,5228.1,0
29,2.0,0.0,0,-0.1,93.2,-42.0,4.021,5195.8,0
39,1.0,1.0,0,-1.8,93.075,-47.1,1.453,5099.1,0
33,0.0,1.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38,1.0,1.0,0,1.4,93.444,-36.1,4.966,5228.1,0
56,1.0,0.0,0,1.4,93.918,-42.7,4.963,5228.1,0
40,0.0,0.0,0,1.4,93.918,-42.7,4.963,5228.1,0
45,1.0,1.0,0,-1.8,92.893,-46.2,1.25,5099.1,0
37,1.0,0.0,0,-0.1,93.2,-42.0,4.191,5195.8,0
32,2.0,1.0,0,-1.8,92.893,-46.2,1.291,5099.1,0
34,2.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
45,1.0,1.0,0,-0.1,93.2,-42.0,4.12,5195.8,0
36,2.0,1.0,0,-3.0,92.713,-33.0,0.717,5023.5,0
58,0.0,1.0,0,1.1,93.994,-36.4,4.856,5191.0,0
51,1.0,0.0,0,-0.1,93.2,-42.0,4.12,5195.8,0
43,1.0,1.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50,2.0,0.0,0,-1.7,94.027,-38.3,0.904,4991.6,1
37,1.0,1.0,0,1.4,94.465,-41.8,4.962,5228.1,0
59,0.0,0.0,0,1.1,93.994,-36.4,4.856,5191.0,0
42,2.0,0.0,0,-1.7,94.215,-40.3,0.885,4991.6,1
28,1.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
34,1.0,1.0,0,-1.8,93.075,-47.1,1.365,5099.1,0
44,1.0,1.0,0,1.4,93.444,-36.1,4.968,5228.1,0
36,1.0,0.0,0,-1.7,94.055,-39.8,0.737,4991.6,1
22,2.0,1.0,1,-2.9,92.963,-40.8,1.26,5076.2,0
35,1.0,1.0,1,-0.1,93.2,-42.0,4.12,5195.8,0
40,1.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
56,1.0,1.0,0,-2.9,92.963,-40.8,1.252,5076.2,0
57,0.0,0.0,0,1.4,94.465,-41.8,4.865,5228.1,0
36,1.0,0.0,0,1.4,94.465,-41.8,4.866,5228.1,0
34,2.0,0.0,0,1.4,94.465,-41.8,4.961,5228.1,0
40,2.0,1.0,0,1.4,93.918,-42.7,4.96,5228.1,0
26,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,1.0,1.0,0,-1.8,92.893,-46.2,1.344,5099.1,0
31,2.0,0.0,0,-1.8,93.075,-47.1,1.365,5099.1,0
21,2.0,0.0,0,-1.7,94.215,-40.3,0.81,4991.6,0
31,0.0,1.0,0,1.1,93.994,-36.4,4.855,5191.0,0
29,2.0,1.0,0,-1.7,94.055,-39.8,0.715,4991.6,1
38,1.0,1.0,0,-1.7,94.055,-39.8,0.761,4991.6,0
35,0.0,1.0,0,1.4,94.465,-41.8,4.961,5228.1,0
35,1.0,0.0,0,-0.1,93.2,-42.0,4.191,5195.8,1
37,0.0,1.0,0,-1.8,92.893,-46.2,1.344,5099.1,0
52,1.0,0.0,0,1.1,93.994,-36.4,4.859,5191.0,0
60,1.0,0.0,0,-1.1,94.199,-37.5,0.879,4963.6,0
46,0.0,1.0,0,1.4,93.444,-36.1,4.967,5228.1,0
30,1.0,0.0,0,1.4,94.465,-41.8,4.864,5228.1,0
47,1.0,1.0,0,-0.1,93.2,-42.0,4.12,5195.8,0
38,2.0,1.0,0,1.4,93.918,-42.7,4.961,5228.1,0
33,2.0,1.0,0,-1.7,94.215,-40.3,0.827,4991.6,0
27,2.0,1.0,0,1.4,93.918,-42.7,4.957,5228.1,0
48,1.0,0.0,0,1.4,94.465,-41.8,4.958,5228.1,0
35,2.0,1.0,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,2.0,0.0,0,-0.1,93.2,-42.0,4.245,5195.8,0
31,1.0,1.0,0,-3.4,92.379,-29.8,0.773,5017.5,0
41,1.0,0.0,0,1.4,93.444,-36.1,4.963,5228.1,0
32,1.0,0.0,0,1.4,93.444,-36.1,4.965,5228.1,0
42,1.0,1.0,0,1.4,93.918,-42.7,4.961,5228.1,0
32,1.0,1.0,0,1.4,93.444,-36.1,4.966,5228.1,0
33,2.0,1.0,0,-1.1,94.601,-49.5,0.972,4963.6,0
25,2.0,1.0,0,1.4,93.918,-42.7,4.963,5228.1,1
53,2.0,1.0,0,-1.7,94.215,-40.3,0.84,4991.6,1
25,2.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
41,0.0,1.0,0,1.1,93.994,-36.4,4.857,5191.0,0
58,1.0,1.0,0,-0.1,93.2,-42.0,4.153,5195.8,0
36,1.0,0.0,0,1.4,93.444,-36.1,4.963,5228.1,0
36,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,1.0,0.0,1,1.1,93.994,-36.4,4.86,5191.0,0
29,2.0,1.0,0,1.4,93.444,-36.1,4.968,5228.1,0
29,2.0,0.0,0,1.1,93.994,-36.4,4.855,5191.0,0
39,1.0,1.0,1,-1.8,92.893,-46.2,1.344,5099.1,0
43,1.0,0.0,0,-1.8,92.893,-46.2,1.291,5099.1,1
51,1.0,1.0,0,-1.8,92.893,-46.2,1.291,5099.1,0
32,1.0,0.0,0,-1.8,92.893,-46.2,1.313,5099.1,0
39,1.0,1.0,1,1.1,93.994,-36.4,4.857,5191.0,0
55,1.0,0.0,0,1.1,93.994,-36.4,4.858,5191.0,0
33,2.0,0.0,0,1.4,93.918,-42.7,4.96,5228.1,0
29,1.0,1.0,0,1.1,93.994,-36.4,4.858,5191.0,0
39,2.0,0.0,0,-1.8,92.893,-46.2,1.281,5099.1,0
41,0.0,1.0,1,-1.7,94.027,-38.3,0.904,4991.6,1
31,1.0,1.0,0,-0.1,93.2,-42.0,4.076,5195.8,0
32,1.0,0.0,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,0.0,1.0,0,1.4,93.918,-42.7,4.96,5228.1,0
30,2.0,1.0,0,1.4,93.918,-42.7,4.963,5228.1,0
48,1.0,0.0,1,1.4,93.444,-36.1,4.964,5228.1,0
41,2.0,0.0,1,-1.8,92.893,-46.2,1.334,5099.1,0
56,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45,1.0,1.0,0,1.4,93.918,-42.7,4.96,5228.1,0
34,2.0,0.0,0,-1.8,92.893,-46.2,1.281,5099.1,0
30,1.0,1.0,0,-1.8,93.369,-34.8,0.655,5008.7,1
58,1.0,0.0,0,-3.4,92.649,-30.1,0.719,5017.5,0
29,2.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
42,1.0,1.0,0,1.4,94.465,-41.8,4.967,5228.1,0
49,1.0,0.0,0,1.4,93.444,-36.1,4.964,5228.1,0
29,2.0,1.0,0,1.4,94.465,-41.8,4.866,5228.1,0
40,1.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
31,1.0,1.0,1,1.4,93.444,-36.1,4.963,5228.1,0
23,2.0,0.0,0,-1.7,94.215,-40.3,0.876,4991.6,0
32,2.0,1.0,1,1.4,93.444,-36.1,4.963,5228.1,0
41,1.0,0.0,0,1.1,93.994,-36.4,4.855,5191.0,0
36,1.0,1.0,0,-2.9,92.963,-40.8,1.266,5076.2,0
24,2.0,1.0,-1,1.1,93.994,-36.4,4.858,5191.0,0
48,1.0,0.0,0,-1.8,93.075,-47.1,1.365,5099.1,1
53,1.0,1.0,0,1.4,93.918,-42.7,4.968,5228.1,0
31,1.0,1.0,1,1.4,93.444,-36.1,4.963,5228.1,0
34,1.0,1.0,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,1.0,0.0,0,-3.0,92.713,-33.0,0.721,5023.5,1
38,1.0,0.0,0,-1.8,92.893,-46.2,1.354,5099.1,0
52,1.0,1.0,0,1.1,93.994,-36.4,4.855,5191.0,0
35,1.0,0.0,0,1.1,93.994,-36.4,4.859,5191.0,0
43,1.0,1.0,0,-1.8,93.075,-47.1,1.405,5099.1,0
28,2.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51,1.0,1.0,0,1.4,93.444,-36.1,4.964,5228.1,1
41,0.0,0.0,0,-1.8,93.369,-34.8,0.653,5008.7,1
31,1.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
24,1.0,1.0,0,-3.4,92.431,-26.9,0.72,5017.5,0
44,1.0,1.0,0,1.1,93.994,-36.4,4.856,5191.0,0
33,1.0,1.0,0,1.4,93.444,-36.1,4.964,5228.1,0
32,2.0,1.0,0,1.4,94.465,-41.8,4.959,5228.1,0
26,2.0,0.0,0,-3.4,92.649,-30.1,0.715,5017.5,0
42,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
48,1.0,1.0,0,-1.8,93.749,-34.6,0.644,5008.7,1
51,1.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
42,2.0,1.0,0,1.1,93.994,-36.4,4.859,5191.0,0
34,1.0,1.0,0,1.4,93.918,-42.7,4.966,5228.1,0
32,1.0,1.0,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,2.0,0.0,0,-0.1,93.2,-42.0,4.12,5195.8,0
31,2.0,1.0,0,1.1,93.994,-36.4,4.856,5191.0,0
25,2.0,1.0,0,-1.8,92.893,-46.2,1.266,5099.1,0
43,1.0,1.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
43,1.0,0.0,0,1.4,93.918,-42.7,4.968,5228.1,0
46,0.0,1.0,0,1.1,93.994,-36.4,4.858,5191.0,0
33,1.0,1.0,1,1.1,93.994,-36.4,4.857,5191.0,0
40,1.0,1.0,0,1.1,93.994,-36.4,4.856,5191.0,0
47,2.0,1.0,-1,1.4,94.465,-41.8,4.961,5228.1,1
38,2.0,1.0,1,-2.9,92.201,-31.4,0.838,5076.2,0
49,0.0,0.0,0,-1.8,93.749,-34.6,0.642,5008.7,0
52,1.0,1.0,0,1.4,93.444,-36.1,4.963,5228.1,0
48,2.0,1.0,0,-0.1,93.2,-42.0,4.12,5195.8,0
32,2.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
32,1.0,1.0,0,1.1,93.994,-36.4,4.859,5191.0,0
37,1.0,1.0,0,-1.8,92.893,-46.2,1.299,5099.1,0
41,1.0,1.0,0,-0.1,93.2,-42.0,4.153,5195.8,0
34,1.0,0.0,0,1.4,93.918,-42.7,4.957,5228.1,0
53,1.0,1.0,0,-0.1,93.2,-42.0,4.191,5195.8,0
42,2.0,1.0,0,-0.1,93.2,-42.0,4.191,5195.8,0
59,1.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
27,2.0,1.0,0,-1.8,92.893,-46.2,1.259,5099.1,0
30,1.0,1.0,0,1.4,94.465,-41.8,4.961,5228.1,1
32,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38,0.0,1.0,0,-0.1,93.2,-42.0,4.076,5195.8,1
40,1.0,1.0,0,-1.8,92.893,-46.2,1.313,5099.1,1
31,1.0,0.0,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,1.0,1.0,0,-1.7,94.215,-40.3,0.889,4991.6,1
52,0.0,1.0,1,-2.9,92.201,-31.4,0.883,5076.2,1
44,1.0,0.0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,1.0,0.0,0,-1.8,92.893,-46.2,1.313,5099.1,0
32,2.0,0.0,0,-1.8,92.893,-46.2,1.27,5099.1,0
39,1.0,0.0,1,1.4,93.918,-42.7,4.961,5228.1,0
23,2.0,0.0,0,1.1,93.994,-36.4,4.859,5191.0,0
42,1.0,1.0,0,-0.1,93.2,-42.0,4.076,5195.8,1
38,0.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
37,1.0,1.0,1,-3.4,92.649,-30.1,0.722,5017.5,0
29,1.0,0.0,0,-1.8,92.893,-46.2,1.266,5099.1,0
51,1.0,0.0,0,1.4,93.444,-36.1,4.964,5228.1,0
39,1.0,1.0,0,1.1,93.994,-36.4,4.857,5191.0,0
48,1.0,0.0,0,1.4,93.918,-42.7,4.962,5228.1,0
30,1.0,1.0,0,1.4,94.465,-41.8,4.962,5228.1,0
32,0.0,0.0,0,1.4,93.444,-36.1,4.964,5228.1,0
28,1.0,0.0,0,1.1,93.994,-36.4,4.856,5191.0,0
59,1.0,1.0,-1,1.1,93.994,-36.4,4.857,5191.0,0
37,1.0,1.0,0,1.4,93.918,-42.7,4.963,5228.1,0
47,1.0,0.0,0,1.4,93.444,-36.1,4.964,5228.1,0
47,1.0,1.0,0,1.4,93.444,-36.1,4.964,5228.1,1
32,2.0,0.0,0,1.4,93.918,-42.7,4.963,5228.1,0
42,1.0,1.0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,2.0,1.0,0,1.4,93.918,-42.7,4.963,5228.1,0
33,1.0,1.0,0,1.1,93.994,-36.4,4.864,5191.0,0
32,2.0,1.0,1,-1.8,92.893,-46.2,1.25,5099.1,0
74,1.0,1.0,0,-2.9,92.201,-31.4,0.883,5076.2,1
24,2.0,1.0,0,-1.7,94.055,-39.8,0.729,4991.6,0
30,2.0,0.0,0,-2.9,92.963,-40.8,1.206,5076.2,0
27,2.0,0.0,0,1.4,93.918,-42.7,4.962,5228.1,0
39,1.0,0.0,0,1.4,93.444,-36.1,4.963,5228.1,0
29,2.0,1.0,0,1.4,93.444,-36.1,4.962,5228.1,0
53,0.0,1.0,1,1.1,93.994,-36.4,4.86,5191.0,0
37,1.0,1.0,0,1.4,93.444,-36.1,4.963,5228.1,0
58,1.0,0.0,0,-0.1,93.2,-42.0,4.021,5195.8,0
37,0.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
38,1.0,0.0,0,-0.1,93.2,-42.0,4.12,5195.8,0
41,1.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
47,2.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
37,1.0,1.0,0,1.4,94.465,-41.8,4.866,5228.1,0
55,1.0,1.0,0,-1.8,92.893,-46.2,1.344,5099.1,0
28,2.0,0.0,0,1.1,93.994,-36.4,4.855,5191.0,0
33,0.0,1.0,1,-1.8,92.893,-46.2,1.291,5099.1,0
36,1.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
31,2.0,1.0,1,-1.7,94.215,-40.3,0.885,4991.6,1
26,2.0,0.0,0,-1.8,92.843,-50.0,1.799,5099.1,0
57,1.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
56,0.0,0.0,0,1.4,94.465,-41.8,4.96,5228.1,0
42,1.0,1.0,0,1.4,93.918,-42.7,4.968,5228.1,0
29,0.0,1.0,0,-1.8,92.893,-46.2,1.25,5099.1,0
57,2.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
30,1.0,0.0,0,-3.4,92.431,-26.9,0.742,5017.5,1
33,2.0,0.0,0,-0.1,93.2,-42.0,4.076,5195.8,1
39,1.0,0.0,0,-1.8,92.893,-46.2,1.299,5099.1,0
40,1.0,1.0,0,-1.8,93.075,-47.1,1.405,5099.1,0
39,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46,1.0,0.0,0,1.4,93.918,-42.7,4.962,5228.1,0
48,0.0,1.0,0,1.4,94.465,-41.8,4.865,5228.1,0
45,1.0,0.0,0,1.4,93.444,-36.1,4.964,5228.1,0
37,1.0,0.0,0,-1.8,93.075,-47.1,1.405,5099.1,1
30,1.0,0.0,0,1.4,93.444,-36.1,4.965,5228.1,0
42,1.0,1.0,0,-1.8,92.893,-46.2,1.327,5099.1,0
29,2.0,0.0,0,-3.4,92.649,-30.1,0.714,5017.5,1
40,0.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
39,1.0,0.0,1,1.4,93.444,-36.1,4.97,5228.1,0
42,2.0,0.0,0,1.1,93.994,-36.4,4.855,5191.0,0
32,2.0,1.0,0,-1.1,94.199,-37.5,0.879,4963.6,0
32,2.0,1.0,0,-0.1,93.2,-42.0,4.12,5195.8,0
33,1.0,1.0,0,-1.8,93.369,-34.8,0.655,5008.7,1
38,2.0,0.0,0,1.4,93.918,-42.7,4.957,5228.1,0
64,1.0,1.0,0,-2.9,92.201,-31.4,0.854,5076.2,1
24,2.0,1.0,0,-2.9,92.201,-31.4,0.825,5076.2,0
34,1.0,1.0,0,-1.8,92.893,-46.2,1.291,5099.1,0
25,2.0,1.0,0,1.4,93.918,-42.7,4.968,5228.1,0
36,1.0,0.0,0,1.1,93.994,-36.4,4.856,5191.0,0
36,2.0,0.0,0,1.4,94.465,-41.8,4.959,5228.1,0
42,1.0,1.0,1,-1.8,92.893,-46.2,1.344,5099.1,0
47,1.0,1.0,0,-0.1,93.2,-42.0,4.12,5195.8,0
45,1.0,1.0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,2.0,1.0,0,1.4,93.444,-36.1,4.965,5228.1,0
42,0.0,1.0,0,1.1,93.994,-36.4,4.864,5191.0,0
55,1.0,0.0,0,-1.8,92.893,-46.2,1.334,5099.1,0
59,2.0,1.0,1,1.1,93.994,-36.4,4.86,5191.0,0
39,1.0,0.0,0,1.4,93.444,-36.1,4.964,5228.1,0
56,1.0,0.0,0,-0.1,93.2,-42.0,4.153,5195.8,0
37,1.0,1.0,0,1.4,93.918,-42.7,4.963,5228.1,0
53,0.0,1.0,0,1.4,94.465,-41.8,4.864,5228.1,0
44,1.0,0.0,0,1.4,93.444,-36.1,4.965,5228.1,0
55,1.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
39,2.0,0.0,0,1.4,93.918,-42.7,4.961,5228.1,0
59,1.0,1.0,0,1.4,93.444,-36.1,4.968,5228.1,0
54,1.0,0.0,0,1.1,93.994,-36.4,4.864,5191.0,0
60,1.0,1.0,1,-1.8,93.749,-34.6,0.635,5008.7,1
43,1.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49,1.0,0.0,0,1.4,94.465,-41.8,4.961,5228.1,0
33,2.0,0.0,0,1.4,93.918,-42.7,4.962,5228.1,0
32,1.0,1.0,0,1.4,93.444,-36.1,4.962,5228.1,0
38,1.0,0.0,1,-1.8,92.843,-50.0,1.757,5099.1,1
33,2.0,0.0,0,-1.7,94.215,-40.3,0.893,4991.6,0
39,0.0,1.0,0,-1.8,92.893,-46.2,1.266,5099.1,0
47,0.0,1.0,0,1.4,93.444,-36.1,4.964,5228.1,0
40,2.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34,1.0,1.0,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,1.0,0.0,0,1.4,93.444,-36.1,4.962,5228.1,0
27,2.0,0.0,0,1.4,93.918,-42.7,4.963,5228.1,0
32,1.0,1.0,-1,1.1,93.994,-36.4,4.857,5191.0,0
27,2.0,1.0,0,-1.8,92.893,-46.2,1.354,5099.1,0
48,1.0,1.0,0,1.4,93.444,-36.1,4.964,5228.1,0
31,2.0,0.0,0,-0.1,93.2,-42.0,4.076,5195.8,0
42,1.0,1.0,0,-1.8,92.893,-46.2,1.327,5099.1,0
34,2.0,0.0,0,-1.8,93.075,-47.1,1.405,5099.1,0
50,0.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
25,2.0,0.0,0,1.1,93.994,-36.4,4.86,5191.0,0
27,2.0,0.0,0,1.1,93.994,-36.4,4.864,5191.0,1
36,2.0,0.0,0,1.4,93.918,-42.7,4.968,5228.1,0
35,1.0,0.0,0,1.1,93.994,-36.4,4.864,5191.0,0
36,2.0,0.0,0,-1.8,92.893,-46.2,1.334,5099.1,0
49,0.0,1.0,0,1.4,93.918,-42.7,4.957,5228.1,0
39,1.0,0.0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,2.0,1.0,0,1.4,93.918,-42.7,4.963,5228.1,0
43,1.0,0.0,0,-3.4,92.649,-30.1,0.714,5017.5,0
32,2.0,1.0,1,1.4,93.444,-36.1,4.965,5228.1,0
38,2.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51,1.0,1.0,0,1.4,93.918,-42.7,4.957,5228.1,0
41,1.0,0.0,1,-1.8,92.893,-46.2,1.291,5099.1,0
41,1.0,0.0,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,1.0,0.0,0,1.1,93.994,-36.4,4.86,5191.0,0
42,2.0,1.0,0,-0.1,93.2,-42.0,4.021,5195.8,0
37,1.0,1.0,0,-1.7,94.215,-40.3,0.81,4991.6,0
43,2.0,1.0,1,1.4,93.444,-36.1,4.967,5228.1,0
31,1.0,0.0,0,1.4,94.465,-41.8,4.864,5228.1,0
33,1.0,0.0,0,1.4,94.465,-41.8,4.959,5228.1,0
42,2.0,0.0,0,1.1,93.994,-36.4,4.855,5191.0,0
60,1.0,1.0,0,-3.4,92.379,-29.8,0.809,5017.5,0
37,0.0,1.0,0,-1.8,92.893,-46.2,1.344,5099.1,0
22,2.0,0.0,0,-3.4,92.649,-30.1,0.715,5017.5,1
35,0.0,1.0,0,1.4,94.465,-41.8,4.962,5228.1,0
57,2.0,1.0,1,1.4,93.444,-36.1,4.964,5228.1,0
37,2.0,1.0,0,-0.1,93.2,-42.0,4.191,5195.8,0
35,1.0,1.0,1,1.1,93.994,-36.4,4.856,5191.0,0
31,1.0,0.0,0,1.4,93.444,-36.1,4.964,5228.1,0
47,1.0,1.0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,1.0,0.0,1,1.4,93.444,-36.1,4.962,5228.1,0
35,2.0,1.0,1,-0.1,93.2,-42.0,4.12,5195.8,1
46,1.0,0.0,0,-1.8,92.893,-46.2,1.244,5099.1,0
43,1.0,0.0,0,-0.1,93.2,-42.0,4.153,5195.8,0
29,2.0,0.0,0,-1.8,93.075,-47.1,1.406,5099.1,0
44,1.0,0.0,0,1.4,93.918,-42.7,4.957,5228.1,0
26,2.0,1.0,0,1.4,93.918,-42.7,4.962,5228.1,0
30,2.0,1.0,1,-0.1,93.798,-40.4,5.0,5195.8,1
56,1.0,0.0,0,-3.0,92.713,-33.0,0.715,5023.5,0
33,2.0,1.0,0,1.1,93.994,-36.4,4.856,5191.0,0
45,0.0,0.0,1,-0.1,93.2,-42.0,4.021,5195.8,0
26,2.0,1.0,0,1.1,93.994,-36.4,4.859,5191.0,0
39,1.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
28,2.0,0.0,0,1.4,94.465,-41.8,4.962,5228.1,0
30,2.0,0.0,1,-0.1,93.2,-42.0,4.021,5195.8,0
71,1.0,1.0,0,-2.9,92.201,-31.4,0.869,5076.2,1
34,1.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
44,2.0,1.0,0,1.1,93.994,-36.4,4.86,5191.0,0
39,0.0,0.0,0,1.4,93.444,-36.1,4.965,5228.1,0
33,1.0,0.0,0,1.4,93.918,-42.7,4.957,5228.1,0
53,1.0,1.0,0,-0.1,93.2,-42.0,4.076,5195.8,0
37,2.0,0.0,0,-1.8,92.893,-46.2,1.259,5099.1,1
52,1.0,1.0,1,1.4,93.918,-42.7,4.962,5228.1,0
38,1.0,0.0,1,1.4,93.444,-36.1,4.965,5228.1,0
45,0.0,1.0,1,1.4,93.918,-42.7,4.963,5228.1,0
60,2.0,1.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46,1.0,1.0,0,-0.1,93.2,-42.0,4.153,5195.8,0
68,1.0,0.0,0,-2.9,92.201,-31.4,0.861,5076.2,0
33,2.0,1.0,1,-1.8,92.893,-46.2,1.266,5099.1,0
48,1.0,1.0,0,-0.1,93.2,-42.0,4.7,5195.8,0
29,1.0,1.0,0,-3.4,92.649,-30.1,0.714,5017.5,1
29,1.0,0.0,0,-1.8,92.893,-46.2,1.327,5099.1,0
47,1.0,0.0,1,1.4,93.444,-36.1,4.965,5228.1,0
55,0.0,0.0,0,-0.1,93.2,-42.0,4.021,5195.8,0
24,0.0,0.0,0,-1.8,93.075,-47.1,1.405,5099.1,0
31,0.0,0.0,0,1.4,93.444,-36.1,4.964,5228.1,0
30,2.0,0.0,0,1.4,94.465,-41.8,4.866,5228.1,0
34,2.0,0.0,0,-2.9,92.201,-31.4,0.854,5076.2,1
48,1.0,0.0,0,-1.7,94.215,-40.3,0.876,4991.6,0
51,1.0,0.0,0,1.4,93.918,-42.7,4.96,5228.1,0
